,slopes
/home/dfc/seqsTb/aspergillus_lentulusForTb.txt.V1,-0.760998394077346
/home/dfc/seqsTb/aspergillus_luchuensisForTb.txt.V1,-0.672498537192716
/home/dfc/seqsTb/aspergillus_nidulansForTb.txt.V1,-0.755824932440751
/home/dfc/seqsTb/aspergillus_nigerForTb.txt.V1,-0.647016703647982
/home/dfc/seqsTb/aspergillus_nomius_nrrl_13137ForTb.txt.V1,-0.755030195739387
/home/dfc/seqsTb/aspergillus_ochraceoroseusForTb.txt.V1,-0.724221763581758
/home/dfc/seqsTb/aspergillus_oryzaeForTb.txt.V1,-0.746888105555657
/home/dfc/seqsTb/aspergillus_parasiticus_su_1ForTb.txt.V1,-0.708293394266788
/home/dfc/seqsTb/aspergillus_rambelliiForTb.txt.V1,-0.742070947794465
/home/dfc/seqsTb/aspergillus_ruber_cbs_135680ForTb.txt.V1,-0.621448899274751
/home/dfc/seqsTb/aspergillus_terreusForTb.txt.V1,-0.716982374470716
/home/dfc/seqsTb/aspergillus_udagawaeForTb.txt.V1,-0.762812378567681
/home/dfc/seqsTb/aspergillus_ustusForTb.txt.V1,-0.566501431550757
/home/dfc/seqsTb/aureobasidium_melanogenum_cbs_110374ForTb.txt.V1,-0.664639567693365
/home/dfc/seqsTb/aureobasidium_namibiae_cbs_147_97ForTb.txt.V1,-0.649970793965299
/home/dfc/seqsTb/aureobasidium_subglaciale_exf_2481ForTb.txt.V1,-0.636821069780142
/home/dfc/seqsTb/babjeviella_inositovora_nrrl_y_12698ForTb.txt.V1,-0.477646509547678
/home/dfc/seqsTb/batrachochytrium_dendrobatidis_jam81ForTb.txt.V1,-0.668813532285654
/home/dfc/seqsTb/baudoinia_panamericana_uamh_10762ForTb.txt.V1,-0.781895808652913
/home/dfc/seqsTb/beauveria_bassiana_arsef_2860ForTb.txt.V1,-0.703431625325217
/home/dfc/seqsTb/bipolaris_maydis_c5ForTb.txt.V1,-0.642711149322056
/home/dfc/seqsTb/bipolaris_oryzae_atcc_44560ForTb.txt.V1,-0.600537970202188
/home/dfc/seqsTb/bipolaris_sorokiniana_nd90prForTb.txt.V1,-0.652158544124895
/home/dfc/seqsTb/bipolaris_victoriae_fi3ForTb.txt.V1,-0.609022798893942
/home/dfc/seqsTb/bipolaris_zeicola_26_r_13ForTb.txt.V1,-0.604021724972123
/home/dfc/seqsTb/blastomyces_dermatitidis_er_3ForTb.txt.V1,-0.735920972535055
/home/dfc/seqsTb/blastomyces_gilchristii_slh14081ForTb.txt.V1,-0.74005368659839
/home/dfc/seqsTb/blumeria_graminisForTb.txt.V1,-0.713557614586421
/home/dfc/seqsTb/botryobasidium_botryosum_fd_172_ss1ForTb.txt.V1,-0.757205858357575
/home/dfc/seqsTb/botrytis_cinereaForTb.txt.V1,-0.660382703313436
/home/dfc/seqsTb/brettanomyces_bruxellensis_awri1499ForTb.txt.V1,-0.546201585173296
/home/dfc/seqsTb/byssochlamys_spectabilis_no_5ForTb.txt.V1,-0.662605704375101
/home/dfc/seqsTb/calocera_cornea_hhb12733ForTb.txt.V1,-0.593674600021281
/home/dfc/seqsTb/calocera_viscosa_tufc12733ForTb.txt.V1,-0.651521778962604
/home/dfc/seqsTb/candida_albicans_wo_1ForTb.txt.V1,-0.406475188713441
/home/dfc/seqsTb/candida_arabinofermentans_nrrl_yb_2248ForTb.txt.V1,-0.462938845440975
/home/dfc/seqsTb/_candida_aurisForTb.txt.V1,-0.56317989289061
/home/dfc/seqsTb/candida_dubliniensis_cd36ForTb.txt.V1,-0.410281974835373
/home/dfc/seqsTb/_candida_glabrataForTb.txt.V1,-0.320094123625785
/home/dfc/seqsTb/candida_maltosa_xu316ForTb.txt.V1,-0.450598271469209
/home/dfc/seqsTb/candida_orthopsilosis_co_90_125ForTb.txt.V1,-0.619487911962719
/home/dfc/seqsTb/candida_parapsilosis_cdc317ForTb.txt.V1,-0.676882599872587
/home/dfc/seqsTb/candida_tanzawaensis_nrrl_y_17324ForTb.txt.V1,-0.512166374442628
/home/dfc/seqsTb/_candida_tenuis_atcc_10573ForTb.txt.V1,-0.665259418492152
/home/dfc/seqsTb/candida_tropicalis_mya_3404ForTb.txt.V1,-0.386755692564199
/home/dfc/seqsTb/capronia_coronata_cbs_617_96ForTb.txt.V1,-0.843310290111628
/home/dfc/seqsTb/capronia_epimyces_cbs_606_96ForTb.txt.V1,-0.778136260342197
/home/dfc/seqsTb/capronia_semi_immersaForTb.txt.V1,-0.795350688261232
/home/dfc/seqsTb/ceraceosorus_bombacisForTb.txt.V1,-0.722502383825869
/home/dfc/seqsTb/ceratocystis_plataniForTb.txt.V1,-0.745719031129121
/home/dfc/seqsTb/cercospora_fijiensis_cirad86ForTb.txt.V1,-0.68053002669483
/home/dfc/seqsTb/chaetomium_globosum_cbs_148_51ForTb.txt.V1,-0.711269850041316
/home/dfc/seqsTb/chaetomium_thermophilum_var_thermophilum_dsm_1495ForTb.txt.V1,-0.649368078349756
/home/dfc/seqsTb/choanephora_cucurbitarumForTb.txt.V1,-0.564071993410085
/home/dfc/seqsTb/cladophialophora_bantiana_cbs_173_52ForTb.txt.V1,-0.826789491934069
/home/dfc/seqsTb/cladophialophora_carrionii_cbs_160_54ForTb.txt.V1,-0.832375227888861
/home/dfc/seqsTb/cladophialophora_immundaForTb.txt.V1,-0.778372903840385
/home/dfc/seqsTb/cladophialophora_psammophila_cbs_110553ForTb.txt.V1,-0.819351539932443
/home/dfc/seqsTb/cladophialophora_yegresii_cbs_114405ForTb.txt.V1,-0.796812755683782
/home/dfc/seqsTb/claviceps_purpurea_20_1ForTb.txt.V1,-0.746766265009522
/home/dfc/seqsTb/clavispora_lusitaniae_atcc_42720ForTb.txt.V1,-0.603284299633157
/home/dfc/seqsTb/coccidioides_immitis_rsForTb.txt.V1,-0.755387740104761
/home/dfc/seqsTb/coccidioides_posadasii_str_silveiraForTb.txt.V1,-0.761821126459005
/home/dfc/seqsTb/colletotrichum_fioriniae_pj7ForTb.txt.V1,-0.668151124138848
/home/dfc/seqsTb/colletotrichum_gloeosporioidesForTb.txt.V1,-0.700899909530714
/home/dfc/seqsTb/colletotrichum_graminicolaForTb.txt.V1,-0.609720540891367
/home/dfc/seqsTb/colletotrichum_higginsianumForTb.txt.V1,-0.537465912552436
/home/dfc/seqsTb/colletotrichum_incanumForTb.txt.V1,-0.600278078515095
/home/dfc/seqsTb/colletotrichum_nymphaeae_sa_01ForTb.txt.V1,-0.644382469865152
/home/dfc/seqsTb/colletotrichum_orbiculareForTb.txt.V1,-0.493361106320848
/home/dfc/seqsTb/colletotrichum_salicisForTb.txt.V1,-0.640440771971308
/home/dfc/seqsTb/colletotrichum_simmondsiiForTb.txt.V1,-0.646932038293188
/home/dfc/seqsTb/colletotrichum_sublineolaForTb.txt.V1,-0.644831613917153
/home/dfc/seqsTb/colletotrichum_tofieldiaeForTb.txt.V1,-0.6367709561958
/home/dfc/seqsTb/conidiobolus_coronatus_nrrl_28638ForTb.txt.V1,-0.564536298540198
/home/dfc/seqsTb/coniophora_puteana_rwd_64_598_ss2ForTb.txt.V1,-0.476013340747203
/home/dfc/seqsTb/coniosporium_apollinis_cbs_100218ForTb.txt.V1,-0.803598655506628
/home/dfc/seqsTb/coprinopsis_cinerea_okayama7_130ForTb.txt.V1,-0.74147731412863
/home/dfc/seqsTb/cordyceps_brongniartii_rcef_3172ForTb.txt.V1,-0.717930594218013
/home/dfc/seqsTb/cordyceps_confragosa_rcef_1005ForTb.txt.V1,-0.694430072698621
/home/dfc/seqsTb/cordyceps_militaris_cm01ForTb.txt.V1,-0.63070199402393
/home/dfc/seqsTb/cryptococcus_amylolentus_cbs_6039ForTb.txt.V1,-0.717150217097065
/home/dfc/seqsTb/cryptococcus_depauperatus_cbs_7855ForTb.txt.V1,-0.704381545672648
/home/dfc/seqsTb/cryptococcus_gattii_ca1873ForTb.txt.V1,-0.604394507675454
/home/dfc/seqsTb/cryptococcus_gattii_vgii_mmrl2647ForTb.txt.V1,-0.619837004886275
/home/dfc/seqsTb/cryptococcus_gattii_vgiv_ind107ForTb.txt.V1,-0.628705278318201
/home/dfc/seqsTb/cryptococcus_gattii_wm276ForTb.txt.V1,-0.616590073454457
/home/dfc/seqsTb/cryptococcus_neoformansForTb.txt.V1,-0.624831160902891
/home/dfc/seqsTb/cutaneotrichosporon_oleaginosusForTb.txt.V1,-0.584005882996729
/home/dfc/seqsTb/cyberlindnera_jadiniiForTb.txt.V1,-0.612872191735057
/home/dfc/seqsTb/cylindrobasidium_torrendii_fp15055_ss_10ForTb.txt.V1,-0.776744121478299
/home/dfc/seqsTb/cyphellophora_europaea_cbs_101466ForTb.txt.V1,-0.822894776514872
/home/dfc/seqsTb/dactylellina_haptotyla_cbs_200_50ForTb.txt.V1,-0.746642775955169
/home/dfc/seqsTb/daedalea_quercina_l_15889ForTb.txt.V1,-0.679915586734841
/home/dfc/seqsTb/debaryomyces_fabryiForTb.txt.V1,-0.461245674336506
/home/dfc/seqsTb/debaryomyces_hansenii_cbs767ForTb.txt.V1,-0.446881972266766
/home/dfc/seqsTb/diaporthe_ampelinaForTb.txt.V1,-0.767104739148297
/home/dfc/seqsTb/diaporthe_helianthiForTb.txt.V1,-0.724906134527581
/home/dfc/seqsTb/dichomitus_squalens_lyad_421_ss1ForTb.txt.V1,-0.670952745234541
/home/dfc/seqsTb/diplodia_seriataForTb.txt.V1,-0.627550657080327
/home/dfc/seqsTb/dothistroma_septosporumForTb.txt.V1,-0.753355019703107
/home/dfc/seqsTb/drechmeria_coniosporaForTb.txt.V1,-0.545968575564951
/home/dfc/seqsTb/drechslerella_stenobrocha_248ForTb.txt.V1,-0.759281866330475
/home/dfc/seqsTb/edhazardia_aedis_usnm_41457ForTb.txt.V1,-0.600280922767584
/home/dfc/seqsTb/emmonsia_crescens_uamh_3008ForTb.txt.V1,-0.764160221470888
/home/dfc/seqsTb/emmonsia_parva_uamh_139ForTb.txt.V1,-0.708679153820757
/home/dfc/seqsTb/emmonsia_sp_cac_2015aForTb.txt.V1,-0.816314008279623
/home/dfc/seqsTb/encephalitozoon_cuniculi_gb_m1ForTb.txt.V1,-0.562261660375763
/home/dfc/seqsTb/encephalitozoon_hellem_atcc_50504ForTb.txt.V1,-0.689681564781665
/home/dfc/seqsTb/encephalitozoon_intestinalis_atcc_50506ForTb.txt.V1,-0.681382709152944
/home/dfc/seqsTb/encephalitozoon_romaleae_sj_2008ForTb.txt.V1,-0.711027285168418
/home/dfc/seqsTb/endocarpon_pusillum_z07020ForTb.txt.V1,-0.788958381435876
/home/dfc/seqsTb/enterocytozoon_bieneusi_h348ForTb.txt.V1,-0.341147366199329
/home/dfc/seqsTb/eremothecium_cymbalariae_dbvpg_7215ForTb.txt.V1,-0.489925924395016
/home/dfc/seqsTb/eremothecium_sinecaudumForTb.txt.V1,-0.525501366812849
/home/dfc/seqsTb/erysiphe_necatorForTb.txt.V1,-0.736543086771492
/home/dfc/seqsTb/escovopsis_weberiForTb.txt.V1,-0.669931363379804
/home/dfc/seqsTb/eutypa_lata_ucrel1ForTb.txt.V1,-0.735463487340854
/home/dfc/seqsTb/exidia_glandulosa_hhb12029ForTb.txt.V1,-0.695379355047627
/home/dfc/seqsTb/exophiala_aquamarina_cbs_119918ForTb.txt.V1,-0.820041004815805
/home/dfc/seqsTb/exophiala_dermatitidis_nih_ut8656ForTb.txt.V1,-0.770220132878774
/home/dfc/seqsTb/exophiala_mesophilaForTb.txt.V1,-0.823124262942409
/home/dfc/seqsTb/exophiala_oligospermaForTb.txt.V1,-0.754471846056936
/home/dfc/seqsTb/exophiala_siderisForTb.txt.V1,-0.827777400760729
/home/dfc/seqsTb/exophiala_spiniferaForTb.txt.V1,-0.784613831893989
/home/dfc/seqsTb/exophiala_xenobioticaForTb.txt.V1,-0.821798241664151
/home/dfc/seqsTb/fibroporia_radiculosaForTb.txt.V1,-0.743595257379412
/home/dfc/seqsTb/fibulorhizoctonia_sp_cbs_109695ForTb.txt.V1,-0.715305057087981
/home/dfc/seqsTb/fistulina_hepatica_atcc_64428ForTb.txt.V1,-0.784286270819668
/home/dfc/seqsTb/fomitiporia_mediterranea_mf3_22ForTb.txt.V1,-0.493862199664958
/home/dfc/seqsTb/fomitopsis_pinicola_fp_58527_ss1ForTb.txt.V1,-0.689684513910408
/home/dfc/seqsTb/fonsecaea_erectaForTb.txt.V1,-0.785165247493065
/home/dfc/seqsTb/fonsecaea_monophoraForTb.txt.V1,-0.792967785792456
/home/dfc/seqsTb/fonsecaea_multimorphosa_cbs_102226ForTb.txt.V1,-0.822090463475267
/home/dfc/seqsTb/fonsecaea_nubicaForTb.txt.V1,-0.808144179309069
/home/dfc/seqsTb/fonsecaea_pedrosoi_cbs_271_37ForTb.txt.V1,-0.806728799933431
/home/dfc/seqsTb/fusarium_culmorumForTb.txt.V1,-0.658246093486959
/home/dfc/seqsTb/fusarium_fujikuroiForTb.txt.V1,-0.746131292983997
/home/dfc/seqsTb/fusarium_graminearumForTb.txt.V1,-0.663312152737596
/home/dfc/seqsTb/fusarium_langsethiaeForTb.txt.V1,-0.701469177096734
/home/dfc/seqsTb/fusarium_oxysporumForTb.txt.V1,-0.717472020991793
/home/dfc/seqsTb/fusarium_poaeForTb.txt.V1,-0.721542142677934
/home/dfc/seqsTb/fusarium_pseudograminearumForTb.txt.V1,-0.669137845955214
/home/dfc/seqsTb/fusarium_solaniForTb.txt.V1,-0.688436918271882
/home/dfc/seqsTb/fusarium_verticillioidesForTb.txt.V1,-0.711999614955371
/home/dfc/seqsTb/gaeumannomyces_graminisForTb.txt.V1,-0.447093351393122
/home/dfc/seqsTb/galerina_marginata_cbs_339_88ForTb.txt.V1,-0.759527915212246
/home/dfc/seqsTb/gelatoporia_subvermispora_bForTb.txt.V1,-0.720332159424144
/home/dfc/seqsTb/geotrichum_candidumForTb.txt.V1,-0.582513697050093
/home/dfc/seqsTb/glarea_lozoyensis_74030ForTb.txt.V1,-0.705847673945089
/home/dfc/seqsTb/gloeophyllum_trabeum_atcc_11539ForTb.txt.V1,-0.73157893450071
/home/dfc/seqsTb/gonapodya_prolifera_jel478ForTb.txt.V1,-0.735255760885612
/home/dfc/seqsTb/grifola_frondosaForTb.txt.V1,-0.708937389532053
/home/dfc/seqsTb/grosmannia_clavigera_kw1407ForTb.txt.V1,-0.605816499583876
/home/dfc/seqsTb/gymnopus_luxurians_fd_317_m1ForTb.txt.V1,-0.799568525094037
/home/dfc/seqsTb/hanseniaspora_opuntiaeForTb.txt.V1,-0.441682981816408
/home/dfc/seqsTb/hanseniaspora_osmophilaForTb.txt.V1,-0.600025998532014
/home/dfc/seqsTb/hanseniaspora_uvarum_dsm_2768ForTb.txt.V1,-0.462004077738781
/home/dfc/seqsTb/hanseniaspora_valbyensis_nrrl_y_1626ForTb.txt.V1,-0.365814513321171
/home/dfc/seqsTb/hebeloma_cylindrosporum_h7ForTb.txt.V1,-0.827487753482662
/home/dfc/seqsTb/heterobasidion_irregulare_tc_32_1ForTb.txt.V1,-0.61749801147918
/home/dfc/seqsTb/hirsutella_minnesotensis_3608ForTb.txt.V1,-0.711453633687528
/home/dfc/seqsTb/histoplasma_capsulatum_nam1ForTb.txt.V1,-0.732870503077779
/home/dfc/seqsTb/hydnomerulius_pinastri_md_312ForTb.txt.V1,-0.791011574696697
/home/dfc/seqsTb/hypholoma_sublateritium_fd_334_ss_4ForTb.txt.V1,-0.683856751281381
/home/dfc/seqsTb/hyphopichia_burtonii_nrrl_y_1933ForTb.txt.V1,-0.409968298811951
/home/dfc/seqsTb/hypsizygus_marmoreusForTb.txt.V1,-0.810672997829977
/home/dfc/seqsTb/isaria_fumosorosea_arsef_2679ForTb.txt.V1,-0.628032916711617
/home/dfc/seqsTb/jaapia_argillacea_mucl_33604ForTb.txt.V1,-0.758633762853521
/home/dfc/seqsTb/kalmanozyma_brasiliensis_ghg001ForTb.txt.V1,-0.580933244192169
/home/dfc/seqsTb/kazachstania_africana_cbs_2517ForTb.txt.V1,-0.443748310765452
/home/dfc/seqsTb/kazachstania_naganishii_cbs_8797ForTb.txt.V1,-0.534591391913846
/home/dfc/seqsTb/kluyveromyces_lactisForTb.txt.V1,-0.530962586553142
/home/dfc/seqsTb/kluyveromyces_marxianus_dmku3_1042ForTb.txt.V1,-0.449752135925368
/home/dfc/seqsTb/komagataella_pastorisForTb.txt.V1,-0.5930120818024
/home/dfc/seqsTb/komagataella_phaffii_cbs_7435ForTb.txt.V1,-0.609003146387308
/home/dfc/seqsTb/kuraishia_capsulata_cbs_1993ForTb.txt.V1,-0.689303408721124
/home/dfc/seqsTb/kwoniella_bestiolae_cbs_10118ForTb.txt.V1,-0.714353203385808
/home/dfc/seqsTb/kwoniella_dejecticola_cbs_10117ForTb.txt.V1,-0.706943956248312
/home/dfc/seqsTb/kwoniella_heveanensis_cbs_569ForTb.txt.V1,-0.72608717822804
/home/dfc/seqsTb/kwoniella_mangroviensis_cbs_8886ForTb.txt.V1,-0.627296621859352
/home/dfc/seqsTb/kwoniella_pini_cbs_10737ForTb.txt.V1,-0.431148933329213
/home/dfc/seqsTb/laccaria_amethystina_laam_08_1ForTb.txt.V1,-0.766944305914499
/home/dfc/seqsTb/laccaria_bicolor_s238n_h82ForTb.txt.V1,-0.772400079127164
/home/dfc/seqsTb/lachancea_lanzarotensisForTb.txt.V1,-0.667128957505826
/home/dfc/seqsTb/lachancea_thermotolerans_cbs_6340ForTb.txt.V1,-0.56403156382766
/home/dfc/seqsTb/laetiporus_sulphureus_93_53ForTb.txt.V1,-0.71873490560221
/home/dfc/seqsTb/leptosphaeria_maculansForTb.txt.V1,-0.704058439087992
/home/dfc/seqsTb/leucoagaricus_sp_symc_cosForTb.txt.V1,-0.51084290031319
/home/dfc/seqsTb/lichtheimia_corymbifera_jmrc_fsu_9682ForTb.txt.V1,-0.675016128493947
/home/dfc/seqsTb/lichtheimia_ramosaForTb.txt.V1,-0.654155442681632
/home/dfc/seqsTb/lipomyces_starkeyi_nrrl_y_11557ForTb.txt.V1,-0.730350034151628
/home/dfc/seqsTb/lodderomyces_elongisporus_nrrl_yb_4239ForTb.txt.V1,-0.521786431508161
/home/dfc/seqsTb/macrophomina_phaseolina_ms6ForTb.txt.V1,-0.582637796484202
/home/dfc/seqsTb/madurella_mycetomatisForTb.txt.V1,-0.769843474161084
/home/dfc/seqsTb/magnaporthe_oryzaeForTb.txt.V1,-0.558334687365129
/home/dfc/seqsTb/magnaporthe_poaeForTb.txt.V1,-0.526501736881619
/home/dfc/seqsTb/malassezia_pachydermatisForTb.txt.V1,-0.536607560037979
/home/dfc/seqsTb/malassezia_sympodialis_atcc_42132ForTb.txt.V1,-0.510409737554619
/home/dfc/seqsTb/marssonina_brunnea_f_sp_multigermtubi_mb_m1ForTb.txt.V1,-0.653739523285213
/home/dfc/seqsTb/melampsora_laricipopulinaForTb.txt.V1,-0.637264209790466
/home/dfc/seqsTb/metarhizium_acridum_cqma_102ForTb.txt.V1,-0.71440460763905
/home/dfc/seqsTb/metarhizium_album_arsef_1941ForTb.txt.V1,-0.67943877309579
/home/dfc/seqsTb/metarhizium_anisopliae_arsef_23ForTb.txt.V1,-0.710496364592617
/home/dfc/seqsTb/metarhizium_anisopliaeForTb.txt.V1,-0.732979102206561
/home/dfc/seqsTb/metarhizium_brunneum_arsef_3297ForTb.txt.V1,-0.709461478280708
/home/dfc/seqsTb/metarhizium_guizhouense_arsef_977ForTb.txt.V1,-0.732273710280916
/home/dfc/seqsTb/metarhizium_majus_arsef_297ForTb.txt.V1,-0.730411494206594
/home/dfc/seqsTb/metarhizium_rileyi_rcef_4871ForTb.txt.V1,-0.753408979724505
/home/dfc/seqsTb/metschnikowia_bicuspidata_var_bicuspidata_nrrl_yb_4993ForTb.txt.V1,-0.468655506167891
/home/dfc/seqsTb/meyerozyma_guilliermondii_atcc_6260ForTb.txt.V1,-0.71778415465427
/home/dfc/seqsTb/microbotryum_violaceumForTb.txt.V1,-0.693297206882395
/home/dfc/seqsTb/microdochium_bolleyiForTb.txt.V1,-0.616413590099047
/home/dfc/seqsTb/microsporum_gypseum_cbs_118893ForTb.txt.V1,-0.68145877451412
/home/dfc/seqsTb/millerozyma_farinosa_cbs_7064ForTb.txt.V1,-0.5153835806723
/home/dfc/seqsTb/mitosporidium_daphniaeForTb.txt.V1,-0.780876769007985
/home/dfc/seqsTb/mixia_osmundae_iam_14324ForTb.txt.V1,-0.819977468492167
/home/dfc/seqsTb/moesziomyces_antarcticusForTb.txt.V1,-0.49041397884672
/home/dfc/seqsTb/moesziomyces_aphidis_dsm_70725ForTb.txt.V1,-0.554693733824294
/home/dfc/seqsTb/moniliophthora_perniciosa_fa553ForTb.txt.V1,-0.833000784913777
/home/dfc/seqsTb/moniliophthora_roreri_mca_2997ForTb.txt.V1,-0.845552254698892
/home/dfc/seqsTb/mortierella_elongata_ag_77ForTb.txt.V1,-0.521953693051913
/home/dfc/seqsTb/mortierella_verticillata_nrrl_6337ForTb.txt.V1,-0.397933270246952
/home/dfc/seqsTb/mucor_ambiguusForTb.txt.V1,-0.712582678635399
/home/dfc/seqsTb/mucor_circinelloides_f_circinelloides_1006phlForTb.txt.V1,-0.711527115379441
/home/dfc/seqsTb/myceliophthora_thermophila_atcc_42464ForTb.txt.V1,-0.591439628775811
/home/dfc/seqsTb/mycosphaerella_eumusaeForTb.txt.V1,-0.71282907375109
/home/dfc/seqsTb/nadsonia_fulvescens_var_elongata_dsm_6958ForTb.txt.V1,-0.469326878383039
/home/dfc/seqsTb/naumovozyma_castellii_cbs_4309ForTb.txt.V1,-0.409058727653547
/home/dfc/seqsTb/naumovozyma_dairenensis_cbs_421ForTb.txt.V1,-0.425313212944145
/home/dfc/seqsTb/nematocida_parisii_ertm3ForTb.txt.V1,-0.552779950310337
/home/dfc/seqsTb/nematocida_sp_1_ertm2ForTb.txt.V1,-0.582976888911853
/home/dfc/seqsTb/neofusicoccum_parvum_ucrnp2ForTb.txt.V1,-0.683190979367103
/home/dfc/seqsTb/neolentinus_lepideus_hhb14362_ss_1ForTb.txt.V1,-0.651604210118662
/home/dfc/seqsTb/neonectria_ditissimaForTb.txt.V1,-0.70532068380214
/home/dfc/seqsTb/neosartorya_fischeriForTb.txt.V1,-0.727279377190078
/home/dfc/seqsTb/neurospora_crassaForTb.txt.V1,-0.627704051271509
/home/dfc/seqsTb/neurospora_tetrasperma_fgsc_2509ForTb.txt.V1,-0.525951121670016
/home/dfc/seqsTb/nosema_apis_brl_01ForTb.txt.V1,-0.497747655869245
/home/dfc/seqsTb/nosema_bombycis_cq1ForTb.txt.V1,-0.476260924402129
/home/dfc/seqsTb/nosema_ceranae_brl01ForTb.txt.V1,-0.536662638010039
/home/dfc/seqsTb/ogataea_parapolymorpha_dl_1ForTb.txt.V1,-0.618716456367491
/home/dfc/seqsTb/ogataea_polymorphaForTb.txt.V1,-0.64320959064731
/home/dfc/seqsTb/oidiodendron_maius_znForTb.txt.V1,-0.777275617515114
/home/dfc/seqsTb/ophiocordyceps_sinensis_co18ForTb.txt.V1,-0.617830171503721
/home/dfc/seqsTb/ophiocordyceps_unilateralisForTb.txt.V1,-0.630632408822807
/home/dfc/seqsTb/ophiostoma_piceae_uamh_11346ForTb.txt.V1,-0.581211595529259
/home/dfc/seqsTb/ordospora_colligata_oc4ForTb.txt.V1,-0.518555105743127
/home/dfc/seqsTb/pachysolen_tannophilus_nrrl_y_2460ForTb.txt.V1,-0.502376252598342
/home/dfc/seqsTb/paracoccidioides_brasiliensis_pb18ForTb.txt.V1,-0.785471059409215
/home/dfc/seqsTb/paracoccidioides_sp_lutzii_pb01ForTb.txt.V1,-0.775279472649764
/home/dfc/seqsTb/paraphaeosphaeria_sporulosaForTb.txt.V1,-0.695163009038729
/home/dfc/seqsTb/parasitella_parasiticaForTb.txt.V1,-0.767215649764351
/home/dfc/seqsTb/paxillus_involutus_atcc_200175ForTb.txt.V1,-0.772407738842676
/home/dfc/seqsTb/paxillus_rubicundulus_ve08_2h10ForTb.txt.V1,-0.764206972954069
/home/dfc/seqsTb/penicillium_brasilianumForTb.txt.V1,-0.672191012246263
/home/dfc/seqsTb/penicillium_camemberti_fm_013ForTb.txt.V1,-0.677929265734202
/home/dfc/seqsTb/penicillium_chrysogenumForTb.txt.V1,-0.709751630580658
/home/dfc/seqsTb/penicillium_digitatum_phi26ForTb.txt.V1,-0.66307287561202
/home/dfc/seqsTb/penicillium_expansumForTb.txt.V1,-0.673445737334868
/home/dfc/seqsTb/penicillium_freiiForTb.txt.V1,-0.635957302339985
/home/dfc/seqsTb/penicillium_griseofulvumForTb.txt.V1,-0.68363237494815
/home/dfc/seqsTb/penicillium_italicumForTb.txt.V1,-0.683215571103314
/home/dfc/seqsTb/penicillium_nordicumForTb.txt.V1,-0.636694907149613
/home/dfc/seqsTb/penicillium_oxalicum_114_2ForTb.txt.V1,-0.683125091761815
/home/dfc/seqsTb/penicillium_roqueforti_fm164ForTb.txt.V1,-0.675010206983
/home/dfc/seqsTb/penicillium_rubens_wisconsin_54_1255ForTb.txt.V1,-0.68713600498033
/home/dfc/seqsTb/peniophora_sp_contForTb.txt.V1,-0.723529303372823
/home/dfc/seqsTb/pestalotiopsis_fici_w106_1ForTb.txt.V1,-0.750400254366192
/home/dfc/seqsTb/phaeoacremonium_minimum_ucrpa7ForTb.txt.V1,-0.74760598208687
/home/dfc/seqsTb/phaeomoniella_chlamydosporaForTb.txt.V1,-0.720231519915216
/home/dfc/seqsTb/phaeosphaeria_nodorumForTb.txt.V1,-0.657709508921217
/home/dfc/seqsTb/phanerochaete_carnosa_hhb_10118_spForTb.txt.V1,-0.719399718543477
