species,E,H,Q,F,Y,C,N,K,D
ophiocordyceps_sinensis_co18,0.267843810458051,0.305841968414176,0.29656124999002,0.427815053174494,0.243716194718422,0.204964400663221,0.22447145770652,0.178067513290426,0.241501311558639
drechmeria_coniospora,0.28254972875226,0.309066024204813,0.284007038467178,0.340836593857936,0.213068911681587,0.190941322460557,0.222360596302219,0.190879076634009,0.285933029459934
purpureocillium_lilacinum,0.245186168611633,0.288682784964627,0.267127481083708,0.333031103607477,0.232652473071797,0.207297987424837,0.219642673433696,0.164342436167972,0.254874677881286
hirsutella_minnesotensis_3608,0.362462520901805,0.402495458129092,0.39294562955652,0.406658896752256,0.3579792345173,0.294681886285352,0.348973568911944,0.27545221316533,0.371588677023018
tolypocladium_ophioglossoides_cbs_100239,0.272620790629575,0.307514758374519,0.287654327526575,0.341787781505418,0.254256517064167,0.225694046820554,0.242935582364724,0.184612630100971,0.288756151267857
cordyceps_militaris_cm01,0.336417569259239,0.315142109477542,0.33459994154116,0.474383495558898,0.276948074665506,0.238007234358464,0.307981409401288,0.256495749325326,0.320516322179932
cordyceps_brongniartii_rcef_3172,0.35494580188173,0.346001134429949,0.356151697019868,0.493338633586849,0.307451640567926,0.241026693342909,0.346187664866223,0.264917539895746,0.357577631144133
cordyceps_confragosa_rcef_1005,0.340618821480111,0.325602764470274,0.325275173635259,0.464827978968992,0.286830489034097,0.22303630263732,0.30966742441585,0.253223729820739,0.339845471464217
beauveria_bassiana_arsef_2860,0.36428897478252,0.362939778129952,0.366649455968244,0.481219553884283,0.32165443047176,0.256266322456699,0.364289650611705,0.282682365745665,0.368533137024208
isaria_fumosorosea_arsef_2679,0.28911263899146,0.281228415527007,0.306556767541356,0.369027787418153,0.240197318492284,0.192594321535153,0.255691268836424,0.206616455246108,0.298105390900436
ustilaginoidea_virens,0.375808435152663,0.359932711423765,0.373624293060696,0.421191972368882,0.277405253999915,0.227061612287768,0.282918710858008,0.289880423566545,0.323219410383512
acremonium_chrysogenum_atcc_11550,0.216823110681586,0.301521386235796,0.220176150258856,0.270016883503824,0.231909761634506,0.2216156559784,0.263206428665525,0.162075887878262,0.322819939497567
stachybotrys_chlorohalonata_ibt_40285,0.339154927810347,0.385741952042808,0.337932877598672,0.334684448178095,0.302936794311417,0.280064505017927,0.305639386945973,0.255617725382245,0.379738209580896
stachybotrys_chartarum_ibt_40293,0.338216639649558,0.379833971632706,0.33833758005647,0.332633772919808,0.296438565580142,0.27652049930807,0.300295114437715,0.256383967954984,0.374429804580496
colletotrichum_fioriniae_pj7,0.333411208698678,0.343803174603175,0.373907629612859,0.321850073569271,0.268179101906336,0.290504612045578,0.283192595582446,0.224907216494845,0.386140851436481
colletotrichum_graminicola,0.291195630208148,0.313184939469564,0.30530435583387,0.283869530258556,0.240077296482479,0.249570650242805,0.227055069829682,0.203721477793358,0.307228206668855
colletotrichum_nymphaeae_sa_01,0.330157919831244,0.343007551781406,0.369537406897683,0.312868813512561,0.265642285762914,0.291218838852774,0.27883059627028,0.220813702424657,0.383975881600585
colletotrichum_gloeosporioides,0.311264760970287,0.351807520984213,0.352241547135852,0.290771839029178,0.261785141102704,0.271334792122538,0.261005781345675,0.20902690513487,0.357241520316293
colletotrichum_tofieldiae,0.306511688993959,0.335362334402642,0.335102188606373,0.300268186249284,0.255076532239822,0.275151623260792,0.236153147373995,0.22017794357967,0.326238636930876
colletotrichum_incanum,0.31852969255194,0.359624369709025,0.353176320208328,0.317029660350494,0.275573436921939,0.300264696829794,0.257096738753814,0.23547148138842,0.351669371343806
colletotrichum_orbiculare,0.298596122420051,0.269071716182392,0.297597327401631,0.30572894108855,0.203675896805316,0.232651234173168,0.198935812804751,0.204401907262801,0.274537347569357
colletotrichum_sublineola,0.314262460544176,0.338592553920007,0.33181456070755,0.309648784591388,0.263684232748065,0.273877901083764,0.250983078592908,0.229788464154537,0.327448127759125
colletotrichum_simmondsii,0.331279838721263,0.342738927373601,0.371629372504618,0.313476655709415,0.266489381426369,0.290158136894272,0.281455350076972,0.221376227377744,0.385578297973393
colletotrichum_higginsianum,0.271441262898927,0.290552139815928,0.288524785947893,0.261192236468243,0.210554275431129,0.2459513171433,0.190117193803453,0.188679245283019,0.277606429124949
colletotrichum_salicis,0.328087983449666,0.337380987062516,0.369720705752037,0.310611890888213,0.257195799178591,0.286695955840937,0.271005334290556,0.217908405206709,0.379184668484951
verticillium_longisporum,0.27742201912621,0.302868015552682,0.28247809087232,0.313405492419692,0.244906671626145,0.257090138121302,0.233560154816658,0.187472139761184,0.315429552514605
verticillium_dahliae,0.284361020963073,0.306561299925169,0.285459487431985,0.318082224187362,0.250918099218033,0.262040924266966,0.238023527744313,0.192607446026335,0.318674786779116
verticillium_alfalfae_vams_102,0.29710482377929,0.328490519576459,0.301458961793368,0.321091948260303,0.266151747595174,0.279768335665326,0.257885217115773,0.206276261158656,0.337747277407179
thielaviopsis_punctulata,0.355908887691585,0.295027162557459,0.28705719900154,0.457994866519904,0.276655694535879,0.300353468408761,0.278953744598449,0.204621581513674,0.363102974939566
ceratocystis_platani,0.396853993311639,0.427793990062308,0.363078744182293,0.455030448930462,0.364564285909227,0.328480623334017,0.357196973239924,0.280768727217602,0.469445408731251
scedosporium_apiospermum,0.351399772972825,0.401016594121434,0.374739264071025,0.323110214346288,0.345035355444899,0.306429474444645,0.350777077002111,0.247175541792833,0.445372469771733
chaetomium_globosum_cbs_148_51,0.305179569393045,0.318798275552362,0.363898151644322,0.336947567746836,0.280517506051839,0.276603262469819,0.247525665791244,0.254996216856372,0.347211355217407
chaetomium_thermophilum_var_thermophilum_dsm_1495,0.297491994715179,0.43711392798128,0.329515889804751,0.342818078237752,0.370657524963626,0.308357010355273,0.339629672931342,0.223222881593358,0.440183030218568
thielavia_terrestris_nrrl_8126,0.22016382790769,0.249525462852564,0.230632194668074,0.220073581617505,0.20484999250183,0.17612251353715,0.197089423996434,0.173193863756179,0.254024563098339
myceliophthora_thermophila_atcc_42464,0.246172978088855,0.275202257570067,0.267260950655758,0.274767615469826,0.227862018415869,0.200937461453065,0.218588106267227,0.18476100034959,0.274568359046513
neurospora_crassa,0.356824076326239,0.4001760283954,0.404725467507745,0.365245564196409,0.338504887707347,0.321367768462304,0.289901143447168,0.236959766759772,0.430411237733858
neurospora_tetrasperma_fgsc_2509,0.357992299473355,0.401529870850817,0.407585600898863,0.367540415295907,0.340761561636177,0.332672892043692,0.295208747731003,0.244270190661943,0.431021243921167
sordaria_macrospora,0.341071965905392,0.387591854219527,0.394038966880519,0.326294174610027,0.324752641929584,0.300113790698528,0.267258018584342,0.222823689647967,0.425037283972278
madurella_mycetomatis,0.288303558589292,0.333798984771574,0.309160380131282,0.327476173817172,0.297906114261801,0.249867555860264,0.287204426920586,0.237717752147575,0.352144394876866
podospora_anserina_s_mat_,0.309891342362007,0.380075742475583,0.375036811156393,0.443624840362675,0.365331950662003,0.331776067223729,0.302522708637269,0.24960578975712,0.43461951818664
sporothrix_schenckii_atcc_58251,0.252292420622718,0.233052250117602,0.238305502865968,0.438806514723552,0.192094048981081,0.219335534461411,0.196037996753442,0.19149461907691,0.215824148632347
sporothrix_insectorum_rcef_264,0.315167672965838,0.222659725069429,0.29665176448207,0.446824250130035,0.177444190815182,0.192328565676371,0.171463042272527,0.287162538527238,0.195554455986351
sporothrix_brasiliensis_5110,0.254907273719619,0.239530219593446,0.234492230740847,0.438046743213329,0.196331634861958,0.222922497634054,0.201155606544055,0.198138290925997,0.218905338323283
ophiostoma_piceae_uamh_11346,0.251512156552678,0.265207859010035,0.224349975585938,0.420397548946346,0.234193821413457,0.258023973437881,0.219104636620501,0.178618487379196,0.283482612740471
grosmannia_clavigera_kw1407,0.272972284216135,0.299614850183249,0.210231231313602,0.448539413174428,0.27520682183056,0.309260637993242,0.245656710945652,0.205652269412076,0.279267829055751
diaporthe_helianthi,0.264973167381731,0.312190957276511,0.293448753403946,0.302624229695109,0.283058478348847,0.308095646428722,0.275721318330419,0.219515238252509,0.321964798645045
diaporthe_ampelina,0.215369799429664,0.253134090758341,0.240068742150836,0.223182048253754,0.227121369569999,0.238438053597678,0.223877414425247,0.172739877617254,0.276532438168426
valsa_mali_var_pyri,0.29817788201335,0.389657066244528,0.340812969364644,0.280433413789485,0.329097367551492,0.349973656480506,0.323405579176605,0.233061050856851,0.408176114628415
gaeumannomyces_graminis,0.200109278169562,0.239042118155716,0.229862603373055,0.302840259245139,0.202111173040062,0.192966636609558,0.186388626183473,0.190764059981142,0.238709406377347
magnaporthe_oryzae,0.294622117387868,0.32443952182714,0.337011751830523,0.416539298547497,0.282438686279589,0.273561393982429,0.260383659755963,0.247589302412568,0.352624850965498
magnaporthe_poae,0.217468862598235,0.262370947520762,0.239559138083302,0.299221744000943,0.218967408139175,0.215558248750189,0.19314451095514,0.199035354933998,0.262538830838746
phaeoacremonium_minimum_ucrpa7,0.29150131156285,0.417108016020085,0.341588029118361,0.28899841249809,0.371544571932921,0.307315558103976,0.368036770994861,0.230526416630742,0.433831300039736
rosellinia_necatrix,0.378936465949738,0.425275620790753,0.404949961328427,0.323731630841298,0.389136330836796,0.334218976986008,0.38606031269056,0.345317003254632,0.424786936739266
eutypa_lata_ucrel1,0.325761347926802,0.359140032394827,0.332165345271217,0.234350659672548,0.308160487471173,0.288011105058776,0.314712326543861,0.252111598829476,0.421219375508181
microdochium_bolleyi,0.227400151911245,0.27378548521202,0.236296924488136,0.230779347296639,0.233498420570177,0.243577933357899,0.231961643520816,0.178059764209658,0.293280031716664
pestalotiopsis_fici_w106_1,0.390649816848189,0.429668362022563,0.431374337491082,0.464663701805037,0.39369328077734,0.37259877897846,0.422270994652256,0.284403038160582,0.447979872394194
pseudogymnoascus_sp_wsf_3629,0.356829517633923,0.433498162605206,0.41983985111541,0.365009899462601,0.407545961268517,0.352676555949694,0.41656649932829,0.316693436928019,0.4906117322448
pseudogymnoascus_sp_vkm_f_4520_fw_2644_,0.386250312004783,0.460311489579665,0.439197005464275,0.39050671792636,0.425109629832346,0.369430444672405,0.432906822559258,0.340853024114237,0.494124271969624
pseudogymnoascus_sp_vkm_f_4519_fw_2642_,0.374315379187527,0.449930768047317,0.432605356175212,0.376803545794608,0.418229127333393,0.366535827228376,0.42440630023809,0.325976165695654,0.485193109651394
pseudogymnoascus_sp_vkm_f_4518_fw_2643_,0.384814425260991,0.457441672117871,0.437643287085666,0.387660502223637,0.42250506585613,0.368930085506934,0.433517765044325,0.341143238735988,0.494749563499214
pseudogymnoascus_sp_vkm_f_4517_fw_2822_,0.370313462287747,0.446537746175547,0.425354109863986,0.38822810137839,0.413290196307548,0.366530210120433,0.421090217893233,0.324286322623151,0.497762702332203
pseudogymnoascus_sp_vkm_f_4516_fw_969_,0.370765463432044,0.436680567920903,0.428027808664299,0.37953144408152,0.406096901205254,0.355805641080086,0.416799225780616,0.318403328458734,0.49411769050116
pseudogymnoascus_sp_vkm_f_4515_fw_2607_,0.375889017595442,0.451599751989604,0.43161991341556,0.394555340463119,0.418136581898264,0.370297958864472,0.425220590126823,0.331608716452922,0.496332785613998
pseudogymnoascus_sp_vkm_f_4514_fw_929_,0.3788449407839,0.446606239460371,0.434663090848139,0.385725274020896,0.413322814291349,0.357667250575708,0.421300179562216,0.322227539179328,0.48968381953628
pseudogymnoascus_sp_vkm_f_4513_fw_928_,0.364481273271519,0.438210317292661,0.420137425561154,0.38884902086283,0.404640945830188,0.354470756869158,0.411439653404111,0.307429406926803,0.493228783861157
pseudogymnoascus_sp_vkm_f_4281_fw_2241_,0.380599345627603,0.453308496857972,0.432826143338809,0.399085604283222,0.418425598709191,0.364252549539839,0.429056572517187,0.33056860946247,0.493573232534413
pseudogymnoascus_sp_vkm_f_4246,0.364517786786958,0.438286795506994,0.419409918392969,0.38731313400961,0.405125347219199,0.354928408383482,0.409372497517537,0.306043588270758,0.493806563575468
pseudogymnoascus_sp_vkm_f_3808,0.377769572963304,0.44545911696671,0.434331459157443,0.388568855775398,0.413698009753099,0.359657873346634,0.421813813813814,0.325071433022084,0.489192686492056
pseudogymnoascus_sp_vkm_f_3775,0.40526520994728,0.498602866222942,0.456514302071479,0.429020642447146,0.463099492898711,0.395088652868951,0.462766655386974,0.356444706303197,0.456408216742314
pseudogymnoascus_sp_vkm_f_3557,0.384933268140744,0.450744553114192,0.43580431531724,0.389808123598306,0.418357527320176,0.363057803142659,0.42645833584892,0.327811620214752,0.486494868613962
pseudogymnoascus_sp_vkm_f_103,0.36986862159745,0.444482982488905,0.432804456813007,0.3713004822995,0.414214470906592,0.365118445568273,0.421435387632261,0.322269331237247,0.485064496616917
pseudogymnoascus_sp_24mn13,0.373439584357228,0.442648365754913,0.428370221327968,0.372828447339848,0.413224880681286,0.354172374116487,0.419353161698023,0.322109783078272,0.490815882418645
pseudogymnoascus_sp_23342_1_i1,0.344045778754102,0.427722876366695,0.405312841474766,0.376702231461055,0.404015574884099,0.344722217558469,0.411116067914032,0.308179616172909,0.497468968391138
pseudogymnoascus_sp_05ny08,0.352857116796089,0.430296445480885,0.418019921674599,0.367415921126641,0.404036849624536,0.353801317363252,0.412745092908985,0.312480484184962,0.489659489407029
pseudogymnoascus_sp_03vt05,0.351756532949552,0.430005956147861,0.41669799465097,0.364626934341791,0.400659288207392,0.35094319245446,0.412088307006729,0.311428606090997,0.489885955364976
pseudogymnoascus_verrucosus,0.357530829427267,0.433702852637752,0.421121055215819,0.364970701893197,0.408022024823558,0.356341362051208,0.416512175426225,0.316067162621948,0.486928178717547
pseudogymnoascus_destructans_20631_21,0.348406907477582,0.417760222846075,0.411971874960972,0.351109287452601,0.39083425482246,0.341633949446381,0.402295088673881,0.29974698474299,0.496698903141522
oidiodendron_maius_zn,0.436850139218023,0.475907945695452,0.46454323428505,0.430061404608031,0.496236491316597,0.415940532727648,0.466990256094469,0.395828712206577,0.449537773142809
sclerotinia_sclerotiorum,0.426326081939535,0.363724504877328,0.320139810574738,0.487567520600119,0.426048649683969,0.427214697182002,0.378866614048935,0.493308921438083,0.288843795577712
sclerotinia_borealis_f_4157,0.442273120418941,0.37987212125795,0.335322113053717,0.464568967794774,0.434333678439656,0.434007255880499,0.396899812011843,0.48661359698371,0.303885240614557
botrytis_cinerea,0.4263250723589,0.384207093828898,0.324469323241652,0.471800166792423,0.438133607874859,0.436209674397692,0.40174145600297,0.495184546922037,0.308472905091205
phialocephala_scopiformis,0.471768736686741,0.460409978854645,0.426566857188062,0.36661014306939,0.469808106792741,0.463695156562602,0.489933215478295,0.391217108732666,0.430920360083566
marssonina_brunnea_f_sp_multigermtubi_mb_m1,0.371900800413279,0.424985677456316,0.450293122594974,0.323999132219682,0.334932784949922,0.363178830854376,0.401125521559636,0.312978831420572,0.49335599674639
glarea_lozoyensis_74030,0.478745789064524,0.487777235318733,0.435525074673793,0.367828920489083,0.435550893063938,0.484704775006335,0.447952402883648,0.420057901349211,0.430407280546041
erysiphe_necator,0.327654036738576,0.297688715493291,0.325009143093387,0.324171857423482,0.343437412358605,0.353541938287701,0.282089863902127,0.335584739225886,0.261869841367249
blumeria_graminis,0.37932748552693,0.413137089292885,0.400412543862422,0.396055606661107,0.45482559284531,0.439433628318584,0.382375310909054,0.409688618856461,0.354281676189556
aspergillus_niger,0.418184576764458,0.49257866094229,0.396138764190576,0.351613502407908,0.421186551135945,0.411279536335265,0.418166852407619,0.325170943548175,0.492466444161644
aspergillus_calidoustus,0.391335952024826,0.443612855388465,0.389723736573785,0.383991764736935,0.396120893038965,0.364540824566882,0.39507526145042,0.337870431333106,0.468304212252016
aspergillus_nidulans,0.418636765707231,0.492686534913485,0.391624687296529,0.383202322631325,0.415205275299594,0.374945261182358,0.424106807876599,0.366346377975188,0.482426159441826
aspergillus_ustus,0.370260223048327,0.449503239740821,0.364421416234888,0.348422650846314,0.398230769230769,0.36422584216353,0.402080179053387,0.354443309499489,0.47058343200098
aspergillus_ruber_cbs_135680,0.452262721942874,0.499422017115462,0.425427911289942,0.385754806177119,0.432162605346452,0.434919311411051,0.424017628852106,0.358581988538077,0.483643271963425
aspergillus_cristatus,0.433178546771707,0.479552317459786,0.406605138911955,0.350405197203388,0.402392096443253,0.406519556969563,0.3919232324092,0.328563904864227,0.494312041408339
aspergillus_ochraceoroseus,0.449583005507474,0.494008260259201,0.417233465470478,0.401201391084414,0.437826865459961,0.422485645489906,0.440874997472859,0.374254108386959,0.473846704745934
aspergillus_flavus,0.44424502151448,0.470616510687885,0.428844329737719,0.377122162760657,0.467956722008806,0.455938952443101,0.449844106860246,0.363350913026248,0.47115551502261
neosartorya_fischeri,0.404167182485644,0.497447136853165,0.369231514446947,0.3577102729497,0.408794810894898,0.378370272147503,0.425857974210038,0.334229444042707,0.482673076248289
aspergillus_oryzae,0.444887780548628,0.469513497026079,0.428038187217273,0.379066125873322,0.469185984703992,0.457746280432822,0.451484766488749,0.365563837844302,0.469658984404754
aspergillus_luchuensis,0.407453798130767,0.47773486107215,0.38698732661411,0.332689805082443,0.405839891059399,0.40060773480663,0.397167974912743,0.303790480143146,0.499604327666151
aspergillus_parasiticus_su_1,0.443042318378552,0.471404640019466,0.427612563789911,0.375404950110146,0.467454855507171,0.454421914672961,0.451953308517943,0.362101285915308,0.469046098478915
aspergillus_udagawae,0.407224798035169,0.499527650039428,0.37551355031751,0.364034009681222,0.412304781812048,0.382896472264754,0.432547297720114,0.339984320035465,0.484475398034521
aspergillus_clavatus,0.382954339183451,0.481419244648908,0.350488468669695,0.324490631472472,0.41469205795416,0.375877258473944,0.406947421510528,0.313199965392269,0.495523974490198
aspergillus_lentulus,0.405681995150059,0.49695695383276,0.374918468472854,0.357995969571319,0.410061492277151,0.378788601976039,0.426801679319571,0.335913761906388,0.48240977828391
aspergillus_fumigatus,0.407592061378828,0.498110836729173,0.376395044240414,0.365269869412527,0.414952382389785,0.388939167064321,0.430433809321834,0.340783728665088,0.485186521120076
aspergillus_rambellii,0.449212066990002,0.494142802132101,0.417264219376167,0.40039357166284,0.437616189515058,0.421224253931564,0.440674660551322,0.373389694041868,0.474138982283156
aspergillus_terreus,0.37703430025185,0.454520714107987,0.325212327105072,0.322641334377964,0.372834571993798,0.389281244412659,0.348956375616335,0.308337986877007,0.431823911633113
aspergillus_nomius_nrrl_13137,0.438004347272999,0.472,0.420883750856147,0.377484140519165,0.466005552445475,0.449560619220355,0.448013721065657,0.361878117911748,0.477513223558116
penicillium_chrysogenum,0.420212329952367,0.46062250186173,0.423102932719954,0.327068562601497,0.410373539175731,0.417602242399845,0.419065827906109,0.337607496975062,0.487356073053071
penicillium_rubens_wisconsin_54_1255,0.426385272352156,0.469981425917988,0.432190022577552,0.338550790689284,0.421772087394102,0.430119019343942,0.427568895638464,0.34817103465408,0.484112702207753
penicillium_nordicum,0.431501240772342,0.467684083068698,0.446710171100892,0.345097715038731,0.430441821879683,0.452839049589809,0.433319825701521,0.357488686041188,0.464762007293868
penicillium_brasilianum,0.385654069726841,0.463817988613732,0.42229757947313,0.343055330925297,0.419536635023426,0.412740862648289,0.438591232671413,0.306450158548865,0.482791621853182
penicillium_expansum,0.424689153583172,0.461663565139881,0.441212519664702,0.345779665661825,0.421694475768605,0.431701294411853,0.436211847122906,0.349652957035507,0.458212066586773
penicillium_roqueforti_fm164,0.428417514914693,0.470314066824435,0.437165762378359,0.34034175756605,0.429882218314773,0.431073841845742,0.444429332900911,0.354406365007669,0.468376139590754
penicillium_camemberti_fm_013,0.433342184222405,0.469240807952266,0.4511302082506,0.350239170092389,0.430250230845554,0.441776594457219,0.437472146995304,0.359254575056075,0.460470548399223
penicillium_italicum,0.422654782821954,0.444933348346918,0.434532612180316,0.339621493336579,0.404138367010246,0.421407803582325,0.414403056993657,0.344104416424757,0.475391052367013
penicillium_freii,0.42228104924886,0.458788542807951,0.437005704272788,0.333489033104422,0.418587670092399,0.442066178879546,0.424666792006057,0.343578045983649,0.468793933167514
penicillium_griseofulvum,0.430095883192165,0.475938262920511,0.438612594018536,0.339056109457281,0.428254353411362,0.438054300180094,0.443306239097354,0.349342238242824,0.451353702672606
penicillium_digitatum_phi26,0.430408021817415,0.448790330403741,0.438309490892052,0.357004730500072,0.406242847837186,0.43480560698228,0.425858934110112,0.356266574992633,0.466232587572127
penicillium_oxalicum_114_2,0.399117746861215,0.460611979166667,0.435764735826246,0.385462081486879,0.400194839257612,0.422932669768113,0.449957265757082,0.334580461550376,0.495706746204842
talaromyces_cellulolyticus,0.498570105956177,0.44664936650893,0.498131158681617,0.446943224920109,0.482415548357242,0.461086637298091,0.492766397179503,0.452207847749385,0.450505094111552
talaromyces_islandicus,0.498654256088146,0.489809787915479,0.452886941439591,0.48705448766386,0.450037477594916,0.413915037217638,0.43458383182362,0.442521471525695,0.476129284122517
talaromyces_stipitatus_atcc_10500,0.474825171271167,0.412014689089588,0.472178126669369,0.454514177344779,0.477573503876217,0.48607291354388,0.465342583136716,0.468999759344404,0.416231116806043
talaromyces_marneffei_atcc_18224,0.48470012975155,0.433977709212266,0.474593079076309,0.444314941723776,0.499779390606516,0.469742119420775,0.499095484923187,0.45228463678328,0.434384129289637
rasamsonia_emersonii_cbs_393_64,0.400701289105279,0.484240712962146,0.328755797539827,0.361347517730496,0.403510238830022,0.379390594610769,0.416883087166932,0.336846355923178,0.449083660641253
byssochlamys_spectabilis_no_5,0.437667575871063,0.472032374100719,0.353495292659938,0.338573822295694,0.461411712313516,0.420935329981028,0.440433918249618,0.337425358431087,0.480978858878244
trichophyton_soudanense_cbs_452_61,0.477772711151644,0.465374033345774,0.391980593607306,0.412503073729477,0.456393303730152,0.435273286889179,0.425109322447725,0.385635224715684,0.490679180344025
trichophyton_violaceum,0.482566230558058,0.455691993971097,0.39537289023058,0.42068435558117,0.462794117647059,0.432140854547494,0.437742880694925,0.396156612354929,0.487331405865011
trichophyton_verrucosum_hki_0517,0.483195585706096,0.455855798100245,0.395546819777031,0.41924892405942,0.466840272863653,0.432968813284731,0.429531366891098,0.394038163502518,0.489026097277023
trichophyton_interdigitale_mr816,0.476251020646215,0.462434195177863,0.387163830833101,0.408279237331339,0.457860013785572,0.425457031957042,0.426384988511616,0.384970604968708,0.491958500546848
arthroderma_benhamiae_cbs_112371,0.483683474502201,0.456464155399296,0.394409995258533,0.418354797700641,0.468699809334172,0.431468292890955,0.430406638340948,0.393473046638401,0.489099616078575
trichophyton_equinum_cbs_127_97,0.480966995532988,0.456644179643991,0.395220181456074,0.418278673467946,0.467275240507269,0.424626775094065,0.435353016859213,0.395822282469892,0.487305984936768
