name,species,KLmean,Klsd
anncaliia_algerae_pra339,8,0.0371814071263167,0.0498459589574326
hypsizygus_marmoreus,189,0.0373745595105515,0.0567040999269625
serendipita_vermifera_maff_305830,378,0.0375875801313277,0.0578867315807061
moniliophthora_roreri_mca_2997,243,0.0378516955933399,0.0575187697051651
puccinia_graminis,337,0.0379188075304639,0.0569001717096991
gymnopus_luxurians_fd_317_m1,177,0.0394209485111954,0.0580815167073617
fomitopsis_pinicola_fp_58527_ss1,153,0.039472037949099,0.0539680644971675
paxillus_involutus_atcc_200175,276,0.0395191807445431,0.0589303061617321
phanerochaete_carnosa_hhb_10118_sp,295,0.0396796744648104,0.0559419249392864
phialocephala_scopiformis,296,0.0399587321443218,0.059080871098002
cylindrobasidium_torrendii_fp15055_ss_10,113,0.0400762396207597,0.0581916635021333
sistotremastrum_suecicum_hhb10207_ss_3,382,0.0401015033158392,0.061644344687219
dothistroma_septosporum,123,0.0404683326007538,0.0591524567047397
laetiporus_sulphureus_93_53,209,0.0407677753032816,0.0582217311108945
conidiobolus_coronatus_nrrl_28638,97,0.0410232212000019,0.0504515312125315
oidiodendron_maius_zn,266,0.0411472788311338,0.0611936762688036
melampsora_laricipopulina,223,0.041253114462658,0.0574153273325953
hypholoma_sublateritium_fd_334_ss_4,187,0.0413190069895081,0.0518417459968055
schizophyllum_commune_h4_8,368,0.0415446624996718,0.0546647793746157
phycomyces_blakesleeanus_nrrl_1555_,299,0.0416053687882495,0.0566555811477571
fusarium_oxysporum,163,0.0416222301648047,0.056252933126161
diaporthe_helianthi,120,0.0417297941674792,0.0544693027633611
serpula_lacrymans_var_lacrymans_s7_3,379,0.0418207865002821,0.0626926796292693
gonapodya_prolifera_jel478,174,0.0420334244898707,0.0583296278683107
serendipita_indica_dsm_11827,377,0.0425520855984913,0.0643061638378304
aspergillus_flavus,21,0.0435924809236621,0.0622592500680976
sistotremastrum_niveocremeum_hhb9708,381,0.0436306631481779,0.0672379585059798
pseudocercospora_musae,313,0.0440060379226509,0.0628402688322092
lichtheimia_corymbifera_jmrc_fsu_9682,212,0.0440170962934716,0.0596872976651769
parasitella_parasitica,275,0.044030841467301,0.0630516483615891
baudoinia_panamericana_uamh_10762,41,0.0445191256582519,0.0630771894542484
choanephora_cucurbitarum,76,0.0447273976683229,0.05901195411395
coprinopsis_cinerea_okayama7_130,100,0.0447528999969604,0.0631516980065061
rhizoctonia_solani_ag_1_ia,349,0.0447797349412924,0.066083977434239
neofusicoccum_parvum_ucrnp2,255,0.0447943150275509,0.0503582367703897
neolentinus_lepideus_hhb14362_ss_1,256,0.0451588248104206,0.0634161838663354
fusarium_verticillioides,167,0.0451809544965704,0.0605260276099724
magnaporthe_poae,219,0.0452443984597073,0.0534400878151983
cercospora_fijiensis_cirad86,73,0.0452461146517969,0.0639936209766153
pleurotus_ostreatus_pc15,305,0.0452478983128717,0.0659092206552999
daedalea_quercina_l_15889,116,0.0453614523719826,0.0612053764419841
coccidioides_posadasii_str_silveira,85,0.045567133446865,0.0661473727276409
cladophialophora_psammophila_cbs_110553,80,0.0455918193338578,0.0663550748537832
paraphaeosphaeria_sporulosa,274,0.0456789968161014,0.0592654240044884
pochonia_chlamydosporia_170,310,0.0457482621305525,0.0633129165545567
verticillium_longisporum,450,0.0457912420130725,0.0491935204929886
absidia_glauca,1,0.0460851112481529,0.0623091580117071
aspergillus_calidoustus,18,0.0461701928799239,0.0640540820187196
wickerhamomyces_ciferrii,455,0.046311248086927,0.0501337193778476
rozella_allomycis_csf55,357,0.0463443760699827,0.0661299365499852
calocera_viscosa_tufc12733,56,0.0463955885727333,0.0600372383351827
diaporthe_ampelina,119,0.0468275299391017,0.0575116226155117
mycosphaerella_eumusae,249,0.0468723508163566,0.0655093332530086
cladophialophora_bantiana_cbs_173_52,77,0.0471328526897062,0.0684671809497781
edhazardia_aedis_usnm_41457,126,0.0471521479834124,0.062667463955576
penicillium_camemberti_fm_013,279,0.0471770304326003,0.0629005101040582
diplodia_seriata,122,0.0472470751757482,0.0542012980800971
phaeosphaeria_nodorum,294,0.047394201707204,0.0620171687915334
leptosphaeria_maculans,210,0.0476180686805545,0.0658296101058099
colletotrichum_higginsianum,89,0.047850906638708,0.0535616247124345
gelatoporia_subvermispora_b,170,0.0479041016563161,0.0632570331769761
exophiala_aquamarina_cbs_119918,142,0.0480296630908593,0.0685875329048871
stagonospora_sp_src1lsm3a,397,0.048200029683591,0.0646888315821049
nosema_apis_brl_01,261,0.0486400155791258,0.0556573596801675
fistulina_hepatica_atcc_64428,151,0.0486659166243968,0.0705495548424478
phlebiopsis_gigantea_11061_1_cr5_6,298,0.0487596428298971,0.0619572833329826
fusarium_graminearum,161,0.0487934309202059,0.0622246892709096
calocera_cornea_hhb12733,55,0.048861143853952,0.057605521791124
pyrenochaeta_sp_ds3say3a,343,0.048965030970476,0.0654658537189516
alternaria_alternata,6,0.0492700481253458,0.0660919494667267
zymoseptoria_tritici,462,0.049411962749363,0.0674101570343963
pneumocystis_murina_b123,309,0.0494890484809756,0.0714635805285039
penicillium_roqueforti_fm164,288,0.0498121441503581,0.0659649409131169
sclerotinia_sclerotiorum,376,0.0503238586240193,0.0687258486592043
lichtheimia_ramosa,213,0.05032618533752,0.0689167483337298
aspergillus_luchuensis,24,0.0504376001828576,0.0666753783744131
mucor_circinelloides_f_circinelloides_1006phl,247,0.0507165460225932,0.0668252836239743
fusarium_fujikuroi,160,0.0507797598547996,0.0668177991747739
aspergillus_oryzae,29,0.0507974025637563,0.0738439860731473
pyrenophora_triticirepentis,345,0.05085356724565,0.0677099833591101
rhinocladiella_mackenziei_cbs_650_93,348,0.0508580484526092,0.0740092766293395
acidomyces_richmondensis_bfw,2,0.0510861055707473,0.0731066624509705
gloeophyllum_trabeum_atcc_11539,173,0.051112758578411,0.0682829484433704
cladophialophora_immunda,79,0.0513274711989797,0.0694583564766436
pachysolen_tannophilus_nrrl_y_2460,271,0.0514416063788987,0.0661659981985715
hydnomerulius_pinastri_md_312,186,0.051578732280776,0.0735192014660578
wickerhamomyces_anomalus_nrrl_y_366_8,454,0.0517826477236438,0.0645168124516732
penicillium_nordicum,286,0.0520344581358642,0.0670538058038277
coccidioides_immitis_rs,84,0.0520715643703779,0.0754126860748983
glarea_lozoyensis_74030,172,0.0521297576143767,0.0706175303275458
magnaporthe_oryzae,218,0.0521911507432411,0.0598735298644271
exophiala_xenobiotica,148,0.0522608555939538,0.0744465135147147
spraguea_lophii_42_110,394,0.0524774186841982,0.0633983247303975
heterobasidion_irregulare_tc_32_1,183,0.0524790150447169,0.0650421741024051
pneumocystis_carinii_b80,307,0.0525223287944009,0.0722546714005756
acremonium_chrysogenum_atcc_11550,3,0.052683748490416,0.0653564346194282
bipolaris_victoriae_fi3,46,0.0527094794427654,0.0676781884002342
microdochium_bolleyi,235,0.0527167104440907,0.0605350433347562
colletotrichum_salicis,93,0.0527990429775178,0.0657594334446031
ceraceosorus_bombacis,71,0.0528334358233315,0.0722238099942866
chaetomium_globosum_cbs_148_51,74,0.0528600181310636,0.0665488410375285
penicillium_freii,283,0.0529027400089746,0.0683354007493227
pestalotiopsis_fici_w106_1,291,0.0529402042787142,0.0651571564727939
pyronema_omphalodes_cbs_100304,346,0.0529559325575412,0.0628761299520026
paracoccidioides_sp_lutzii_pb01,273,0.0529838880594982,0.0749334567710832
talaromyces_stipitatus_atcc_10500,405,0.0530275296649737,0.0770733148976165
bipolaris_zeicola_26_r_13,47,0.0530622067772042,0.0670305078226381
trametes_cinnabarina,421,0.0530875188011459,0.0685188207459209
macrophomina_phaseolina_ms6,216,0.0531059456370175,0.0630845323341273
hanseniaspora_valbyensis_nrrl_y_1626,181,0.0531460786712776,0.0578962030567455
agaricus_bisporus_var_burnettii_jb137_s8,4,0.0531698292485969,0.0755862044762569
aspergillus_niger,26,0.0535536944903459,0.0717302476816996
madurella_mycetomatis,217,0.0536263636915508,0.0705293992761425
fonsecaea_multimorphosa_cbs_102226,156,0.0536816777132552,0.0732867818961622
penicillium_rubens_wisconsin_54_1255,289,0.05379290750054,0.0728068129705548
arthrobotrys_oligospora_atcc_24927,10,0.0541236427516048,0.0763064862733543
mortierella_elongata_ag_77,244,0.0542267032672105,0.0655062208594707
fusarium_solani,166,0.054226902504482,0.0680863501505365
bipolaris_maydis_c5,43,0.0542960359517693,0.0703322906711134
tilletia_caries,411,0.0542999783013678,0.0695689302869919
exophiala_oligosperma,145,0.0543317103317065,0.0733948842475336
batrachochytrium_dendrobatidis_jam81,40,0.0543540233450497,0.0814392046573161
eutypa_lata_ucrel1,140,0.0544503530698466,0.0647225512309999
pyrenophora_teres,344,0.0545025140764681,0.0726903711912372
colletotrichum_nymphaeae_sa_01,91,0.0546064226351591,0.0666016942121595
cladophialophora_carrionii_cbs_160_54,78,0.0546402077022325,0.0749037595963311
botrytis_cinerea,52,0.0546726789581447,0.0754642752009726
fonsecaea_pedrosoi_cbs_271_37,158,0.0546820086786712,0.0741704039962077
rhodotorula_graminis_wp1,353,0.0547173672651359,0.0695544161340799
paracoccidioides_brasiliensis_pb18,272,0.054808651604705,0.0773863421889838
fonsecaea_erecta,154,0.0548734814919192,0.0709506366691516
coniosporium_apollinis_cbs_100218,99,0.0550322892304181,0.0735467996280718
mucor_ambiguus,246,0.0550632391755214,0.0725800202394543
gaeumannomyces_graminis,168,0.0551014990375903,0.0581396387791923
colletotrichum_graminicola,88,0.0551181313571936,0.0650812766973129
zymoseptoria_brevis,461,0.0551925229011657,0.0751858155153708
puccinia_triticina,340,0.0552455557680558,0.0724390290450665
cutaneotrichosporon_oleaginosus,111,0.0552603787902191,0.0628833802547752
fusarium_poae,164,0.0553623737505775,0.070722850843569
cladophialophora_yegresii_cbs_114405,81,0.0553928496451067,0.0769679301296707
fusarium_culmorum,159,0.0554964856601775,0.0692563398709724
phialophora_attae,297,0.0555887973794333,0.0792358733129534
capronia_epimyces_cbs_606_96,69,0.0556104163888651,0.0769001744542123
sphaerulina_musiva_so2202,386,0.0557830429856408,0.0734306308989009
rhodotorula_sp_jg_1b,354,0.0557861125790977,0.0690046283247438
verticillium_alfalfae_vams_102,448,0.0557899730170537,0.0659112824943054
fusarium_langsethiae,162,0.0558211652221629,0.0713769814677974
tilletia_controversa,412,0.0558709503296136,0.0704622913942053
penicillium_oxalicum_114_2,287,0.0559112256552476,0.0732750658014362
bipolaris_oryzae_atcc_44560,44,0.0559170659805199,0.0715459213609838
colletotrichum_sublineola,95,0.0559234430844421,0.067448482084666
erysiphe_necator,138,0.0560013296793615,0.0844407897083098
colletotrichum_orbiculare,92,0.0560672032135015,0.0677779761018939
dichomitus_squalens_lyad_421_ss1,121,0.0562410463424724,0.0722977321002394
capronia_semi_immersa,70,0.0562777196451092,0.0777033650773687
ophiocordyceps_sinensis_co18,267,0.0563756287049859,0.0722461738180121
penicillium_chrysogenum,280,0.0564790431989752,0.0742510147463603
emmonsia_crescens_uamh_3008,127,0.0565041066092573,0.0789154572572621
colletotrichum_gloeosporioides,87,0.0565057985557223,0.0634250362300642
bipolaris_sorokiniana_nd90pr,45,0.056582200215176,0.0732872964070535
emmonsia_sp_cac_2015a,129,0.0565873349851327,0.0805095517478028
exophiala_spinifera,147,0.0565946471009686,0.0757993400926971
histoplasma_capsulatum_nam1,185,0.056638939015996,0.0797334580527815
fusarium_pseudograminearum,165,0.056700117569648,0.0698227053303109
colletotrichum_fioriniae_pj7,86,0.0567138016104661,0.0689114873256845
exophiala_sideris,146,0.0567189400926976,0.0789876679921914
lipomyces_starkeyi_nrrl_y_11557,214,0.0568685617786742,0.0791630369524033
pseudoloma_neurophilia,335,0.0569582054253331,0.0702266624445046
setosphaeria_turcica_et28a,380,0.0570048792272223,0.0694445165626907
sporothrix_insectorum_rcef_264,392,0.057166379654166,0.0654826905309182
kwoniella_mangroviensis_cbs_8886,203,0.0573600473325724,0.0810274181719864
nosema_bombycis_cq1,262,0.0574688857633612,0.0686234433792407
cyphellophora_europaea_cbs_101466,114,0.0575794271804711,0.0773083743218058
kwoniella_bestiolae_cbs_10118,200,0.0577187788748293,0.0786288050107018
colletotrichum_simmondsii,94,0.0577316572896453,0.0696870178120336
trichoderma_virens,428,0.0577610581631015,0.0696328199649532
trichophyton_soudanense_cbs_452_61,432,0.0577694637661153,0.0755115645817576
claviceps_purpurea_20_1,82,0.0578699432533181,0.0783295266210283
escovopsis_weberi,139,0.0578827643155027,0.0704926281742249
trichophyton_rubrum_cbs_118892,431,0.0579112515833755,0.0767409961784249
aureobasidium_melanogenum_cbs_110374,36,0.0581826357671968,0.0707854285741851
aureobasidium_subglaciale_exf_2481,38,0.0583213280594862,0.0721752768399096
trichoderma_atroviride_imi_206040,424,0.0583583655101693,0.0685456964356836
sporothrix_schenckii_atcc_58251,393,0.0584826081353742,0.0661970657049231
fonsecaea_monophora,155,0.0585299869405542,0.0786940340726809
thielavia_terrestris_nrrl_8126,409,0.0585341805362046,0.0711835488630761
aureobasidium_namibiae_cbs_147_97,37,0.0586798013961034,0.0717955693112904
rhodotorula_toruloides_np11,355,0.0586919720092445,0.0750541436678595
valsa_mali_var_pyri,444,0.0586969155103948,0.0712066616211808
mixia_osmundae_iam_14324,239,0.059222228168947,0.0828933236339351
fonsecaea_nubica,157,0.0593994637978622,0.0786201438155991
stachybotrys_chlorohalonata_ibt_40285,396,0.0594298484115632,0.0717784036431548
capronia_coronata_cbs_617_96,68,0.0594626495015972,0.0818877370225078
postia_placenta_mad_698_r,312,0.0595322390088724,0.0810751611192546
verticillium_dahliae,449,0.0595666016437282,0.0682115109170576
aspergillus_nidulans,25,0.0597674849970051,0.080746828481604
spizellomyces_punctatus_daom_br117,387,0.0598045178076716,0.0837806900513533
metarhizium_anisopliae_arsef_23,226,0.0598520673476002,0.0730836528110936
stachybotrys_chartarum_ibt_40293,395,0.0599242223177368,0.072172481504462
aspergillus_nomius_nrrl_13137,27,0.0601085156147113,0.0793566183281431
metarhizium_majus_arsef_297,230,0.0602341280905742,0.073344914222684
exophiala_dermatitidis_nih_ut8656,143,0.060241076995182,0.0831886923394465
nosema_ceranae_brl01,263,0.0603222757567623,0.0820364441044544
exophiala_mesophila,144,0.0603986295786386,0.0865212236618544
neosartorya_fischeri,258,0.0604385591523061,0.0801324916778678
purpureocillium_lilacinum,342,0.0605248919771314,0.0664199999709331
penicillium_digitatum_phi26,281,0.0605599646957298,0.0785068138949241
metarhizium_guizhouense_arsef_977,229,0.0606608634286435,0.0738031372353073
neurospora_tetrasperma_fgsc_2509,260,0.0606726446924209,0.0737217378100819
sporisorium_scitamineum,390,0.0608952694850433,0.0755570073976615
fibroporia_radiculosa,149,0.0610225587817151,0.0820552119342586
blastomyces_gilchristii_slh14081,49,0.0610714218027281,0.0816990796554373
trichophyton_equinum_cbs_127_97,429,0.0611078992972513,0.078656426367427
penicillium_brasilianum,278,0.0612629224582562,0.0777532045430908
penicillium_italicum,285,0.0612708903395577,0.0778568344693708
dactylellina_haptotyla_cbs_200_50,115,0.0613326493918631,0.0794100658627587
brettanomyces_bruxellensis_awri1499,53,0.0614437019763243,0.0764187554051684
aspergillus_ruber_cbs_135680,32,0.0616399494952467,0.0801051076191778
candida_orthopsilosis_co_90_125,63,0.0617190250782753,0.0786556967944767
colletotrichum_incanum,90,0.061918008322154,0.0759369914568843
phaeoacremonium_minimum_ucrpa7,292,0.061936308113538,0.0759042425755873
neonectria_ditissima,257,0.0620912670184394,0.071293721956162
termitomyces_sp_j132,406,0.0620996262817434,0.0908643095456853
ascochyta_rabiei,14,0.0621006230585982,0.0746633053296678
verruconis_gallopava,447,0.0621831464904248,0.0808028372176493
saccharomyces_cerevisiae_x_saccharomyces_kudriavzevii_vin7,360,0.0622281818796097,0.0841378423376812
aspergillus_terreus,33,0.062250400494519,0.0767200495334415
tilletiaria_anomala_ubc_951,414,0.062357682766922,0.0810637197327825
penicillium_expansum,282,0.062414843423264,0.0789348972599597
cryptococcus_amylolentus_cbs_6039,104,0.0624225754313466,0.0796071570036601
cordyceps_confragosa_rcef_1005,102,0.0624541031940734,0.0677543573669161
trichophyton_tonsurans_cbs_112818,433,0.0624826927290607,0.081042032455591
myceliophthora_thermophila_atcc_42464,248,0.0625205572770652,0.0757555307164775
sclerotinia_borealis_f_4157,375,0.0625626012953251,0.0847453742940806
zygosaccharomyces_bailii_isa1307,459,0.0626243402099612,0.0912966493463094
aspergillus_cristatus,20,0.0626433944112352,0.0795635132741761
metarhizium_anisopliae,227,0.0627235708398008,0.0758139587301541
microsporum_gypseum_cbs_118893,236,0.0627506010616958,0.0804282403851363
sporothrix_brasiliensis_5110,391,0.0627624054151327,0.0690368899031936
aspergillus_fumigatus,22,0.0629762689246872,0.0831276890141564
arthroderma_otae_cbs_113480,12,0.0630509313073705,0.0838999741857564
tilletia_indica,413,0.0632057558691437,0.0785236518298072
microbotryum_violaceum,234,0.0633559622925198,0.0817685191148816
ustilaginoidea_virens,441,0.0637477850664664,0.0734657365700721
beauveria_bassiana_arsef_2860,42,0.0637677696282963,0.0751271945937791
tsuchiyaea_wingfieldii_cbs_7118,437,0.0637738733114441,0.0811599222637341
kwoniella_dejecticola_cbs_10117,201,0.0638977705112585,0.0866913289955408
candida_parapsilosis_cdc317,64,0.0639955633829315,0.0822548323672305
pseudogymnoascus_sp_vkm_f_4518_fw_2643_,330,0.064042032838819,0.0796948282424498
ophiocordyceps_unilateralis,268,0.0640421347687065,0.0841041322380762
pseudogymnoascus_sp_wsf_3629,333,0.0640535221197536,0.0806750865958895
blastomyces_dermatitidis_er_3,48,0.0641043487297779,0.0859537796330383
trichoderma_harzianum,426,0.0641213506601306,0.0763065522606356
aschersonia_aleyrodis_rcef_2490,13,0.0641376452319172,0.0804697628279639
trichosporon_asahii_var_asahii_cbs_8904,436,0.0642068525794901,0.072662533411142
tuber_melanosporum,438,0.0643048204947071,0.0849761190737254
pseudogymnoascus_sp_vkm_f_4517_fw_2822_,329,0.0643236890006013,0.0798337129609832
hirsutella_minnesotensis_3608,184,0.0643513156275039,0.0794471199670857
pseudogymnoascus_sp_vkm_f_4520_fw_2644_,332,0.0643774509746019,0.0813160418228718
neurospora_crassa,259,0.0644706874594308,0.0788935187136502
metarhizium_acridum_cqma_102,224,0.0645527239192462,0.0808452497388847
uncinocarpus_reesii_1704,440,0.0646917941387248,0.0892023691941813
pseudogymnoascus_sp_23342_1_i1,317,0.064730012220837,0.0792662810963575
debaryomyces_fabryi,117,0.0647400396687478,0.0760114966876797
wallemia_mellicola_cbs_633_66,453,0.06498524049778,0.0820038508814441
pseudogymnoascus_sp_03vt05,315,0.064994798793013,0.0816210373805467
cordyceps_brongniartii_rcef_3172,101,0.0651083655035005,0.0745415312770318
isaria_fumosorosea_arsef_2679,190,0.0652467479575099,0.065806683053003
drechmeria_coniospora,124,0.0652796273926533,0.0777403195682012
colletotrichum_tofieldiae,96,0.0653561718633681,0.0745181051558563
pseudogymnoascus_sp_vkm_f_4515_fw_2607_,327,0.0654173857108222,0.0808450965787652
metarhizium_brunneum_arsef_3297,228,0.0655207199617888,0.0771804397182654
torrubiella_hemipterigena,417,0.0655485897675857,0.0730818693490456
marssonina_brunnea_f_sp_multigermtubi_mb_m1,222,0.0656187544959979,0.0830854428940673
trichoderma_gamsii,425,0.0659323683111805,0.0789592161046042
blumeria_graminis,50,0.0661283827264912,0.0939551661072442
endocarpon_pusillum_z07020,134,0.0661368955289809,0.091034733471991
schizosaccharomyces_pombe,373,0.0661504204819143,0.0888404945497124
tolypocladium_ophioglossoides_cbs_100239,416,0.0661593874524211,0.0766996277006311
sordaria_macrospora,383,0.0661639111993313,0.0791389413469134
pseudogymnoascus_sp_24mn13,318,0.0664523817761851,0.0823192963413392
naumovozyma_dairenensis_cbs_421,252,0.0664620501601235,0.0794416346572396
pseudogymnoascus_sp_vkm_f_3808,322,0.0665835779436012,0.0800853197430607
pseudogymnoascus_destructans_20631_21,314,0.0665836597086736,0.0804844942622542
emmonsia_parva_uamh_139,128,0.0667264918138749,0.086280208483935
talaromyces_marneffei_atcc_18224,404,0.0667718450683484,0.0886675884261558
komagataella_phaffii_cbs_7435,198,0.0669079478909838,0.0922365366607042
aspergillus_clavatus,19,0.0669524144092618,0.0813600937936511
grosmannia_clavigera_kw1407,176,0.06701819201375,0.0810027102914424
ophiostoma_piceae_uamh_11346,269,0.0671181884887364,0.0757249111853606
aspergillus_lentulus,23,0.0673400619560423,0.0868500813313198
xylona_heveae_tc161,457,0.0673556338160176,0.0845352873597841
talaromyces_islandicus,403,0.0674742884710411,0.0887409009288037
cordyceps_militaris_cm01,103,0.0674843048173486,0.0749403707594516
pseudogymnoascus_sp_vkm_f_3775,321,0.0675072417659937,0.0817964157236293
aspergillus_udagawae,34,0.0675319640499598,0.0887346969913923
pseudogymnoascus_sp_05ny08,316,0.0675470017227179,0.08341875567321
podospora_anserina_s_mat_,311,0.0678334116656449,0.0834295896184064
pseudogymnoascus_sp_vkm_f_4519_fw_2642_,331,0.0678473037914584,0.0838655737434952
debaryomyces_hansenii_cbs767,118,0.0678512656493647,0.0763369878560445
kuraishia_capsulata_cbs_1993,199,0.0680117669737439,0.0895845622800831
_candida_auris,59,0.0680569125707754,0.0811943145123534
metarhizium_rileyi_rcef_4871,231,0.068099570322069,0.0837756475618775
cryptococcus_depauperatus_cbs_7855,105,0.0681715397041918,0.0927882670181037
rasamsonia_emersonii_cbs_393_64,347,0.068458684634535,0.0865490439777901
penicillium_griseofulvum,284,0.0684969729845853,0.0861078849536243
scedosporium_apiospermum,366,0.0685382059925895,0.0862968253607021
pseudogymnoascus_sp_vkm_f_3557,320,0.068712953526276,0.0815384448226829
candida_arabinofermentans_nrrl_yb_2248,58,0.0688046158415887,0.079443104144825
candida_maltosa_xu316,62,0.0692278823528661,0.0743515966056603
candida_tropicalis_mya_3404,67,0.0692554404513354,0.0748211810147274
schizosaccharomyces_cryophilus,370,0.0692600239371312,0.0915088711311415
candida_albicans_wo_1,57,0.0693074210552991,0.0747878532294216
pseudogymnoascus_verrucosus,334,0.0693613575305874,0.0849703787469386
chaetomium_thermophilum_var_thermophilum_dsm_1495,75,0.069374517449602,0.0868446476919865
vanderwaltozyma_polyspora_dsm_70294,445,0.0693788241419901,0.0799059837416495
komagataella_pastoris,197,0.0695791232515385,0.095596423766548
nematocida_parisii_ertm3,253,0.0696669906292102,0.0873015453425724
pichia_kudriavzevii,300,0.0697450691800431,0.0867714023972748
candida_dubliniensis_cd36,60,0.0698738336730407,0.0708567666587951
trichophyton_interdigitale_mr816,430,0.069935883537805,0.0895688285877769
saccharomyces_cerevisiae,359,0.0700153735520694,0.0867189538185521
pseudozyma_hubeiensis_sy62,336,0.0700243632876112,0.0856812699132916
sporidiobolus_salmonicolor,388,0.070320238146328,0.0895978418173234
trichoderma_reesei,427,0.0703668853964841,0.082172137714491
zygosaccharomyces_rouxii,460,0.0703981783366273,0.0957080811001258
pseudogymnoascus_sp_vkm_f_4516_fw_969_,328,0.0704732274006495,0.0846958965073085
trichophyton_verrucosum_hki_0517,434,0.0706294052933529,0.0912127555394953
kalmanozyma_brasiliensis_ghg001,192,0.0706693919748708,0.0856244156790418
arthroderma_benhamiae_cbs_112371,11,0.0707851485856996,0.0919259238208826
metarhizium_album_arsef_1941,225,0.071995273164104,0.0829958990908515
pseudogymnoascus_sp_vkm_f_103,319,0.0721908278831823,0.0876326592461244
vittaforma_corneae_atcc_50505,451,0.072238074701894,0.103729818469868
aspergillus_ochraceoroseus,28,0.0724993273640217,0.091740811527295
pseudogymnoascus_sp_vkm_f_4514_fw_929_,326,0.0725080511149742,0.0851951056749419
tilletia_walkeri,415,0.0726416402131853,0.0869346663740061
spathaspora_passalidarum_nrrl_y_27907,384,0.0727013341381881,0.0871891970451825
meyerozyma_guilliermondii_atcc_6260,233,0.0728152029320726,0.103813353347345
lodderomyces_elongisporus_nrrl_yb_4239,215,0.072830160821711,0.0948949188180917
trachipleistophora_hominis,420,0.0729608581727304,0.0884527716856635
_candida_tenuis_atcc_10573,66,0.0731016669040158,0.0933962907056641
anthracocystis_flocculosa_pf_1,9,0.0732702433852125,0.0859988382237229
kwoniella_heveanensis_cbs_569,202,0.0732727240342877,0.0905789739040089
ascoidea_rubescens_dsm_1968,15,0.0732830403971526,0.0912330586421635
ustilago_maydis,443,0.0733171740030616,0.0927687587155006
pneumocystis_jirovecii_ru7,308,0.0733418568172459,0.094672441891149
schizosaccharomyces_octosporus,372,0.0733935691464662,0.09362566118712
stemphylium_lycopersici,398,0.0736225372666811,0.0907278222855281
nematocida_sp_1_ertm2,254,0.0736511983029812,0.0948937318713061
aspergillus_parasiticus_su_1,30,0.0737293453771692,0.0945615673017694
pseudogymnoascus_sp_vkm_f_4281_fw_2241_,324,0.0738589944652688,0.0899135549037962
moesziomyces_aphidis_dsm_70725,241,0.0739594811997096,0.0852632533233055
millerozyma_farinosa_cbs_7064,237,0.0740768230142222,0.0907658656265176
byssochlamys_spectabilis_no_5,54,0.0740793061345854,0.0927540530274394
cryptococcus_gattii_ca1873,106,0.0740923003388601,0.0915921809673703
sporisorium_reilianum,389,0.0742146340866196,0.0822762938560958
aspergillus_rambellii,31,0.0743991158604894,0.0950861093968272
cryptococcus_gattii_vgii_mmrl2647,107,0.0747349001386515,0.0927752245269174
scheffersomyces_stipitis_cbs_6054,367,0.0747663435664369,0.0927880007668961
hyphopichia_burtonii_nrrl_y_1933,188,0.0748038027368967,0.0862897663277156
mitosporidium_daphniae,238,0.0748192920508702,0.110602589456577
encephalitozoon_intestinalis_atcc_50506,132,0.074869919145795,0.0998707297317527
encephalitozoon_romaleae_sj_2008,133,0.0749879671056143,0.0995805029844113
cryptococcus_gattii_vgiv_ind107,108,0.0750373838460249,0.0922261304977797
saitoella_complicata_nrrl_y_17804,365,0.0758952876391778,0.0929672505708078
